query,label,optimization_success,ues_bounds,ues_final_bound,optimization_time,ues_join_path
"SELECT COUNT(*) FROM movie_info AS mi JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 1990 AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi.movie_id JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%'",3c,True,"[{""join"": [""title AS t"", ""movie_info AS mi""], ""bound"": 1140363, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""title AS t"", ""movie_info AS mi""], ""bound"": 754920306, ""input_bounds"": [7480087, 1140363]}]",754920306,0.004786,mi t mk k
SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'rating' AND mi_idx.info > '5.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2005 JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%',4a,True,"[{""join"": [""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 6620, ""input_bounds"": [7480087, 10]}]",6620,0.005928,mi_idx it t mk k
SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'rating' AND mi_idx.info > '9.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%',4b,True,"[{""join"": [""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 6620, ""input_bounds"": [7480087, 10]}]",6620,0.005362,mi_idx it t mk k
SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'rating' AND mi_idx.info > '2.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 1990 JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%',4c,True,"[{""join"": [""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 10, ""input_bounds"": []}, {""join"": [""keyword AS k"", ""movie_keyword AS mk"", ""title AS t"", ""info_type AS it"", ""movie_info_idx AS mi_idx""], ""bound"": 6620, ""input_bounds"": [7480087, 10]}]",6620,0.005155,mi_idx it t mk k
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note LIKE '%(theatrical)%' AND mc.note LIKE '%(France)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2005 JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German') JOIN info_type AS it ON it.id = mi.info_type_id",5a,True,"[{""join"": [""title AS t"", ""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 4966, ""input_bounds"": []}, {""join"": [""info_type AS it"", ""movie_info AS mi"", ""title AS t"", ""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 6997094, ""input_bounds"": [229537, 4966]}]",6997094,0.005337,mc ct t mi it
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note LIKE '%(VHS)%' AND mc.note LIKE '%(USA)%' AND mc.note LIKE '%(1994)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2010 JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('USA', 'America') JOIN info_type AS it ON it.id = mi.info_type_id",5b,True,"[{""join"": [""title AS t"", ""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 49, ""input_bounds"": []}, {""join"": [""info_type AS it"", ""movie_info AS mi"", ""title AS t"", ""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 69041, ""input_bounds"": [910825, 49]}]",69041,0.00621,mc ct t mi it
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note NOT LIKE '%(TV)%' AND mc.note LIKE '%(USA)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 1990 JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') JOIN info_type AS it ON it.id = mi.info_type_id",5c,True,"[{""join"": [""title AS t"", ""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 230803, ""input_bounds"": []}, {""join"": [""info_type AS it"", ""movie_info AS mi"", ""title AS t"", ""company_type AS ct"", ""movie_companies AS mc""], ""bound"": 132282108, ""input_bounds"": [1140363, 230803]}]",132282108,0.005707,mc ct t mi it
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword = 'marvel-cinematic-universe' JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2010 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%',6a,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 30600, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 39535200, ""input_bounds"": [63475827, 30600]}]",39535200,0.005763,mk k t ci n
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2014 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%'",6b,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 417846, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 539857032, ""input_bounds"": [63475827, 417846]}]",539857032,0.004747,mk k t ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword = 'marvel-cinematic-universe' JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2014 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%',6c,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 30600, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 39535200, ""input_bounds"": [63475827, 30600]}]",39535200,0.003811,mk k t ci n
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2000 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%'",6d,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 417846, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 539857032, ""input_bounds"": [63475827, 417846]}]",539857032,0.003703,mk k t ci n
SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword = 'marvel-cinematic-universe' JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2000 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%',6e,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 30600, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 39535200, ""input_bounds"": [63475827, 30600]}]",39535200,0.003817,mk k t ci n
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2000 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id",6f,True,"[{""join"": [""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 417846, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""keyword AS k"", ""movie_keyword AS mk""], ""bound"": 539857032, ""input_bounds"": [63475827, 417846]}]",539857032,0.003275,mk k t ci n
SELECT COUNT(*) FROM person_info AS pi JOIN info_type AS it ON it.id = pi.info_type_id AND it.info = 'mini biography' AND pi.note = 'Volker Boehm' JOIN name AS n ON n.id = pi.person_id AND n.name_pcode_cf BETWEEN 'A' AND 'F' AND (n.gender = 'm' OR n.gender = 'f' AND n.name LIKE 'B%') JOIN aka_name AS an ON n.id = an.person_id AND pi.person_id = an.person_id AND an.name LIKE '%a%' JOIN cast_info AS ci ON ci.person_id = n.id AND pi.person_id = ci.person_id AND an.person_id = ci.person_id JOIN title AS t ON t.id = ci.movie_id AND t.production_year BETWEEN 1980 AND 1995 JOIN movie_link AS ml ON ml.linked_movie_id = t.id AND ci.movie_id = ml.linked_movie_id JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link = 'features',7a,True,"[{""join"": [""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 6, ""input_bounds"": []}, {""join"": [""aka_name AS an"", ""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 378, ""input_bounds"": [952568, 6]}, {""join"": [""title AS t"", ""cast_info AS ci"", ""aka_name AS an"", ""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 5029668, ""input_bounds"": [63475827, 378]}, {""join"": [""link_type AS lt"", ""movie_link AS ml"", ""title AS t"", ""cast_info AS ci"", ""aka_name AS an"", ""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 286691076, ""input_bounds"": [29997, 5029668]}]",286691076,0.013417,pi it n an ci t ml lt
SELECT COUNT(*) FROM person_info AS pi JOIN info_type AS it ON it.id = pi.info_type_id AND it.info = 'mini biography' AND pi.note = 'Volker Boehm' JOIN name AS n ON n.id = pi.person_id AND n.name_pcode_cf LIKE 'D%' AND n.gender = 'm' JOIN aka_name AS an ON n.id = an.person_id AND pi.person_id = an.person_id AND an.name LIKE '%a%' JOIN cast_info AS ci ON ci.person_id = n.id AND pi.person_id = ci.person_id AND an.person_id = ci.person_id JOIN title AS t ON t.id = ci.movie_id AND t.production_year BETWEEN 1980 AND 1984 JOIN movie_link AS ml ON ml.linked_movie_id = t.id AND ci.movie_id = ml.linked_movie_id JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link = 'features',7b,True,"[{""join"": [""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 6, ""input_bounds"": []}, {""join"": [""aka_name AS an"", ""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 378, ""input_bounds"": [952568, 6]}, {""join"": [""title AS t"", ""cast_info AS ci"", ""aka_name AS an"", ""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 5029668, ""input_bounds"": [63475827, 378]}, {""join"": [""link_type AS lt"", ""movie_link AS ml"", ""title AS t"", ""cast_info AS ci"", ""aka_name AS an"", ""name AS n"", ""info_type AS it"", ""person_info AS pi""], ""bound"": 286691076, ""input_bounds"": [29997, 5029668]}]",286691076,0.009125,pi it n an ci t ml lt
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link IN ('references', 'referenced in', 'features', 'featured in') JOIN title AS t ON ml.linked_movie_id = t.id AND t.production_year BETWEEN 1980 AND 2010 JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = ml.linked_movie_id JOIN name AS n ON ci.person_id = n.id AND n.name_pcode_cf BETWEEN 'A' AND 'F' AND (n.gender = 'm' OR n.gender = 'f' AND n.name LIKE 'A%') JOIN aka_name AS an ON n.id = an.person_id AND an.person_id = ci.person_id AND an.name IS NOT NULL AND (an.name LIKE '%a%' OR an.name LIKE 'A%') JOIN person_info AS pi ON n.id = pi.person_id AND pi.person_id = an.person_id AND pi.person_id = ci.person_id AND pi.note IS NOT NULL JOIN info_type AS it ON it.id = pi.info_type_id AND it.info = 'mini biography'",7c,True,"[{""join"": [""title AS t"", ""link_type AS lt"", ""movie_link AS ml""], ""bound"": 13988, ""input_bounds"": []}, {""join"": [""name AS n"", ""cast_info AS ci"", ""title AS t"", ""link_type AS lt"", ""movie_link AS ml""], ""bound"": 18072496, ""input_bounds"": [63475827, 13988]}, {""join"": [""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""title AS t"", ""link_type AS lt"", ""movie_link AS ml""], ""bound"": 1138567248, ""input_bounds"": [968403, 18072496]}, {""join"": [""info_type AS it"", ""person_info AS pi"", ""aka_name AS an"", ""name AS n"", ""cast_info AS ci"", ""title AS t"", ""link_type AS lt"", ""movie_link AS ml""], ""bound"": 1414100522016, ""input_bounds"": [166821, 1138567248]}]",1414100522016,0.011309,ml lt t ci n an pi it
SELECT COUNT(*) FROM movie_companies AS mc JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[jp]' AND mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(USA)%' JOIN title AS t ON t.id = mc.movie_id JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.note = '(voice: English version)' JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN name AS n1 ON n1.id = ci.person_id AND n1.name LIKE '%Yo%' AND n1.name NOT LIKE '%Yu%' JOIN aka_name AS an1 ON an1.person_id = n1.id AND an1.person_id = ci.person_id,8a,True,"[{""join"": [""title AS t"", ""company_name AS cn"", ""movie_companies AS mc""], ""bound"": 32253, ""input_bounds"": []}, {""join"": [""name AS n1"", ""role_type AS rt"", ""cast_info AS ci"", ""title AS t"", ""company_name AS cn"", ""movie_companies AS mc""], ""bound"": 20653452, ""input_bounds"": [178047, 32253]}, {""join"": [""aka_name AS an1"", ""name AS n1"", ""role_type AS rt"", ""cast_info AS ci"", ""title AS t"", ""company_name AS cn"", ""movie_companies AS mc""], ""bound"": 1301167476, ""input_bounds"": [1312273, 20653452]}]",1301167476,0.010178,mc cn t ci rt n1 an1
SELECT COUNT(*) FROM movie_companies AS mc JOIN title AS t ON t.id = mc.movie_id AND t.production_year BETWEEN 2006 AND 2007 AND (t.title LIKE 'One Piece%' OR t.title LIKE 'Dragon Ball Z%') AND mc.note LIKE '%(Japan)%' AND mc.note NOT LIKE '%(USA)%' AND (mc.note LIKE '%(2006)%' OR mc.note LIKE '%(2007)%') JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[jp]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.note = '(voice: English version)' JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Yo%' AND n.name NOT LIKE '%Yu%' JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,8b,True,"[{""join"": [""company_name AS cn"", ""title AS t"", ""movie_companies AS mc""], ""bound"": 879, ""input_bounds"": []}, {""join"": [""name AS n"", ""role_type AS rt"", ""cast_info AS ci"", ""company_name AS cn"", ""title AS t"", ""movie_companies AS mc""], ""bound"": 1135668, ""input_bounds"": [178047, 879]}, {""join"": [""aka_name AS an"", ""name AS n"", ""role_type AS rt"", ""cast_info AS ci"", ""company_name AS cn"", ""title AS t"", ""movie_companies AS mc""], ""bound"": 71547084, ""input_bounds"": [1312273, 1135668]}]",71547084,0.011719,mc t cn ci rt n an
SELECT COUNT(*) FROM aka_name AS a1 JOIN name AS n1 ON a1.person_id = n1.id JOIN cast_info AS ci ON n1.id = ci.person_id AND a1.person_id = ci.person_id JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'writer' JOIN title AS t ON ci.movie_id = t.id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]',8c,True,"[{""join"": [""name AS n1"", ""aka_name AS a1""], ""bound"": 1312273, ""input_bounds"": []}, {""join"": [""title AS t"", ""role_type AS rt"", ""cast_info AS ci"", ""name AS n1"", ""aka_name AS a1""], ""bound"": 651392847, ""input_bounds"": [63475827, 1312273]}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""role_type AS rt"", ""cast_info AS ci"", ""name AS n1"", ""aka_name AS a1""], ""bound"": 75561570252, ""input_bounds"": [4958296, 651392847]}]",75561570252,0.005158,a1 n1 ci rt t mc cn
SELECT COUNT(*) FROM aka_name AS an1 JOIN name AS n1 ON an1.person_id = n1.id JOIN cast_info AS ci ON n1.id = ci.person_id AND an1.person_id = ci.person_id JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'costume designer' JOIN title AS t ON ci.movie_id = t.id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]',8d,True,"[{""join"": [""name AS n1"", ""aka_name AS an1""], ""bound"": 1312273, ""input_bounds"": []}, {""join"": [""title AS t"", ""role_type AS rt"", ""cast_info AS ci"", ""name AS n1"", ""aka_name AS an1""], ""bound"": 651392847, ""input_bounds"": [63475827, 1312273]}, {""join"": [""company_name AS cn"", ""movie_companies AS mc"", ""title AS t"", ""role_type AS rt"", ""cast_info AS ci"", ""name AS n1"", ""aka_name AS an1""], ""bound"": 75561570252, ""input_bounds"": [4958296, 651392847]}]",75561570252,0.004439,an1 n1 ci rt t mc cn
